"","line","invasive1","cost1","y1","spec101","spec251","prot251","prot501","invasive2","cost2","y2","spec102","spec252","prot252","prot502","invasive3","cost3","y3","spec103","spec253","prot253","prot503","respid","male","agegr","q1","q2","q3","q4","q4_other","q5_1","q5_2","q5_3","q6","q7","q9_1","q9_2","q9_3","q9_4","q9_5","q9_6","q9_7","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","block","choice1","choice2","choice3","choice4","choice5","choice6","q22_1","q22_2","q22_3","q22_4","q22_5","q22_6","q22_7","q22_8","q22_9","q22_10","q23_1","q23_2","q24_1","q24_2","q24_3","q24_4","q24_5","q24_6","q24_7","q25_1","q25_2","q28","angling","scuba","q31","q32","q33","q34","earner","q36_1","q36_2","q36_3","edu","job","age","country","dist_db","dist_coast","dist_nsea","dist2_db","dist2_coast","dist2_nsea","inttime","resumed","income","lnincome","hhsize","children","child","firstcard","job1","job2","job3","job4","job5","job6","job7","job8","certainty1","certainty2","certainty3","certainty4","certainty5","certainty6","certainty","status","secfish","secrenew","secoil","secmarine","marinesector","coast1m","coast2m","coast4m","coast6m","coast10m","coast25m","coast50m","tottime","lntottime","tottimek","tottimek2","incomek","id","set","ASC21","ASC22","ASC23","ASC31","ASC32","ASC33"
"2408",2408,1,0,0,0,0,0,0,1,5,1,1,0,0,0,0,30,0,0,0,1,0,1352,0,1,0,1,5,3,NA,4,4,3,0,1,2,0,3,1,0,0,0,0,NA,3,0,0,1,1,1,1,1,1,3,2,3,3,2,2,3,4,2,3,3,3,2,3,4,4,3,5,3,3,3,3,3,3,3,2,2,0,0,0,1,3,5,4,0,1,3,0,3,7,20,1,352.265167236328,61.9921951293945,117.532035827637,343.118347167969,72.3235778808594,110.127937316895,7.4499998,1,4000,8.2940493,4,1,1,6,0,0,0,0,0,0,1,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,447,6.1025586,0.447,0.199809,4,402,2,0,1,0,0,0,1
"2409",2409,1,0,0,0,0,0,0,1,60,0,0,1,0,0,1,5,1,1,0,1,0,1352,0,1,0,1,5,3,NA,4,4,3,0,1,2,0,3,1,0,0,0,0,NA,3,0,0,1,1,1,1,1,1,3,2,3,3,2,2,3,4,2,3,3,3,2,3,4,4,3,5,3,3,3,3,3,3,3,2,2,0,0,0,1,3,5,4,0,1,3,0,3,7,20,1,352.265167236328,61.9921951293945,117.532035827637,343.118347167969,72.3235778808594,110.127937316895,7.4499998,1,4000,8.2940493,4,1,1,6,0,0,0,0,0,0,1,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,447,6.1025586,0.447,0.199809,4,402,3,0,1,0,0,0,1
"2410",2410,1,0,0,0,0,0,0,0,40,0,0,0,0,1,1,30,1,0,1,1,0,1352,0,1,0,1,5,3,NA,4,4,3,0,1,2,0,3,1,0,0,0,0,NA,3,0,0,1,1,1,1,1,1,3,2,3,3,2,2,3,4,2,3,3,3,2,3,4,4,3,5,3,3,3,3,3,3,3,2,2,0,0,0,1,3,5,4,0,1,3,0,3,7,20,1,352.265167236328,61.9921951293945,117.532035827637,343.118347167969,72.3235778808594,110.127937316895,7.4499998,1,4000,8.2940493,4,1,1,6,0,0,0,0,0,0,1,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,447,6.1025586,0.447,0.199809,4,402,4,0,1,0,0,0,1
"2411",2411,1,0,0,0,0,0,0,0,30,1,1,0,1,0,1,40,0,1,0,0,1,1352,0,1,0,1,5,3,NA,4,4,3,0,1,2,0,3,1,0,0,0,0,NA,3,0,0,1,1,1,1,1,1,3,2,3,3,2,2,3,4,2,3,3,3,2,3,4,4,3,5,3,3,3,3,3,3,3,2,2,0,0,0,1,3,5,4,0,1,3,0,3,7,20,1,352.265167236328,61.9921951293945,117.532035827637,343.118347167969,72.3235778808594,110.127937316895,7.4499998,1,4000,8.2940493,4,1,1,6,0,0,0,0,0,0,1,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,447,6.1025586,0.447,0.199809,4,402,5,0,1,0,0,0,1
"2412",2412,1,0,0,0,0,0,0,0,5,1,0,1,1,0,0,40,0,0,1,0,1,1352,0,1,0,1,5,3,NA,4,4,3,0,1,2,0,3,1,0,0,0,0,NA,3,0,0,1,1,1,1,1,1,3,2,3,3,2,2,3,4,2,3,3,3,2,3,4,4,3,5,3,3,3,3,3,3,3,2,2,0,0,0,1,3,5,4,0,1,3,0,3,7,20,1,352.265167236328,61.9921951293945,117.532035827637,343.118347167969,72.3235778808594,110.127937316895,7.4499998,1,4000,8.2940493,4,1,1,6,0,0,0,0,0,0,1,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,447,6.1025586,0.447,0.199809,4,402,6,0,1,0,0,0,1
"2413",2413,1,0,1,0,0,0,0,1,20,0,1,0,0,1,1,60,0,0,1,1,0,1353,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,1,2,3,0,0,0,0,0,NA,3,0,0,1,1,0,1,1,3,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,1,0,1,0,1,7,2,0,4,1,2,3,7,19,1,377.942596435547,73.8714981079102,131.406829833984,385.761260986328,67.769287109375,140.313919067383,8.8199997,1,1500,7.3132205,7,4,1,5,0,0,0,0,0,0,1,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,529.19995,6.2713661,0.52919996,0.2800526,1.5,403,1,0,1,0,0,0,1
"2414",2414,1,0,1,0,0,0,0,1,20,0,0,0,1,0,0,10,0,0,0,0,1,1353,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,1,2,3,0,0,0,0,0,NA,3,0,0,1,1,0,1,1,3,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,1,0,1,0,1,7,2,0,4,1,2,3,7,19,1,377.942596435547,73.8714981079102,131.406829833984,385.761260986328,67.769287109375,140.313919067383,8.8199997,1,1500,7.3132205,7,4,1,5,0,0,0,0,0,0,1,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,529.19995,6.2713661,0.52919996,0.2800526,1.5,403,2,0,1,0,0,0,1
"2415",2415,1,0,1,0,0,0,0,0,10,0,1,0,0,0,0,30,0,0,1,0,1,1353,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,1,2,3,0,0,0,0,0,NA,3,0,0,1,1,0,1,1,3,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,1,0,1,0,1,7,2,0,4,1,2,3,7,19,1,377.942596435547,73.8714981079102,131.406829833984,385.761260986328,67.769287109375,140.313919067383,8.8199997,1,1500,7.3132205,7,4,1,5,0,0,0,0,0,0,1,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,529.19995,6.2713661,0.52919996,0.2800526,1.5,403,3,0,1,0,0,0,1
"2416",2416,1,0,1,0,0,0,0,0,60,0,0,1,0,1,1,5,0,1,0,0,0,1353,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,1,2,3,0,0,0,0,0,NA,3,0,0,1,1,0,1,1,3,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,1,0,1,0,1,7,2,0,4,1,2,3,7,19,1,377.942596435547,73.8714981079102,131.406829833984,385.761260986328,67.769287109375,140.313919067383,8.8199997,1,1500,7.3132205,7,4,1,5,0,0,0,0,0,0,1,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,529.19995,6.2713661,0.52919996,0.2800526,1.5,403,4,0,1,0,0,0,1
"2417",2417,1,0,1,0,0,0,0,1,40,0,0,1,1,0,0,40,0,0,0,0,1,1353,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,1,2,3,0,0,0,0,0,NA,3,0,0,1,1,0,1,1,3,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,1,0,1,0,1,7,2,0,4,1,2,3,7,19,1,377.942596435547,73.8714981079102,131.406829833984,385.761260986328,67.769287109375,140.313919067383,8.8199997,1,1500,7.3132205,7,4,1,5,0,0,0,0,0,0,1,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,529.19995,6.2713661,0.52919996,0.2800526,1.5,403,5,0,1,0,0,0,1
"2418",2418,1,0,0,0,0,0,0,0,10,1,0,0,1,0,0,40,0,0,1,0,1,1353,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,1,2,3,0,0,0,0,0,NA,3,0,0,1,1,0,1,1,3,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,1,0,1,0,1,7,2,0,4,1,2,3,7,19,1,377.942596435547,73.8714981079102,131.406829833984,385.761260986328,67.769287109375,140.313919067383,8.8199997,1,1500,7.3132205,7,4,1,5,0,0,0,0,0,0,1,0,3,3,3,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,529.19995,6.2713661,0.52919996,0.2800526,1.5,403,6,0,1,0,0,0,1
"2419",2419,1,0,0,0,0,0,0,1,40,1,1,0,0,1,1,10,0,1,0,1,0,1354,0,3,0,1,5,3,NA,4,4,3,1,1,0,0,0,1,3,0,2,1,1,2,1,0,1,3,1,1,3,1,2,2,3,3,3,3,2,2,4,3,4,3,4,3,4,3,4,6,3,1,4,4,4,4,4,3,3,0,0,0,0,2,4,2,0,0,2,0,5,1,40,2,386.938354492188,38.0959777832031,43.8691520690918,398.532104492188,3.15631508827209,3.15631508827209,17.469999,1,1500,7.3132205,2,0,0,4,1,0,0,0,0,0,0,0,3,1,2,3,4,4,17,0,0,0,0,0,0,0,1,1,1,1,1,1,1048.2,6.9548297,1.0481999,1.0987231,1.5,404,1,0,1,0,0,0,1
"2420",2420,1,0,0,0,0,0,0,1,5,1,1,0,0,0,0,30,0,0,0,1,0,1354,0,3,0,1,5,3,NA,4,4,3,1,1,0,0,0,1,3,0,2,1,1,2,1,0,1,3,1,1,3,1,2,2,3,3,3,3,2,2,4,3,4,3,4,3,4,3,4,6,3,1,4,4,4,4,4,3,3,0,0,0,0,2,4,2,0,0,2,0,5,1,40,2,386.938354492188,38.0959777832031,43.8691520690918,398.532104492188,3.15631508827209,3.15631508827209,17.469999,1,1500,7.3132205,2,0,0,4,1,0,0,0,0,0,0,0,3,1,2,3,4,4,17,0,0,0,0,0,0,0,1,1,1,1,1,1,1048.2,6.9548297,1.0481999,1.0987231,1.5,404,2,0,1,0,0,0,1
"2421",2421,1,0,0,0,0,0,0,1,60,0,0,1,0,0,1,5,1,1,0,1,0,1354,0,3,0,1,5,3,NA,4,4,3,1,1,0,0,0,1,3,0,2,1,1,2,1,0,1,3,1,1,3,1,2,2,3,3,3,3,2,2,4,3,4,3,4,3,4,3,4,6,3,1,4,4,4,4,4,3,3,0,0,0,0,2,4,2,0,0,2,0,5,1,40,2,386.938354492188,38.0959777832031,43.8691520690918,398.532104492188,3.15631508827209,3.15631508827209,17.469999,1,1500,7.3132205,2,0,0,4,1,0,0,0,0,0,0,0,3,1,2,3,4,4,17,0,0,0,0,0,0,0,1,1,1,1,1,1,1048.2,6.9548297,1.0481999,1.0987231,1.5,404,3,0,1,0,0,0,1
"2422",2422,1,0,0,0,0,0,0,0,40,0,0,0,0,1,1,30,1,0,1,1,0,1354,0,3,0,1,5,3,NA,4,4,3,1,1,0,0,0,1,3,0,2,1,1,2,1,0,1,3,1,1,3,1,2,2,3,3,3,3,2,2,4,3,4,3,4,3,4,3,4,6,3,1,4,4,4,4,4,3,3,0,0,0,0,2,4,2,0,0,2,0,5,1,40,2,386.938354492188,38.0959777832031,43.8691520690918,398.532104492188,3.15631508827209,3.15631508827209,17.469999,1,1500,7.3132205,2,0,0,4,1,0,0,0,0,0,0,0,3,1,2,3,4,4,17,0,0,0,0,0,0,0,1,1,1,1,1,1,1048.2,6.9548297,1.0481999,1.0987231,1.5,404,4,0,1,0,0,0,1
"2423",2423,1,0,0,0,0,0,0,0,30,0,1,0,1,0,1,40,1,1,0,0,1,1354,0,3,0,1,5,3,NA,4,4,3,1,1,0,0,0,1,3,0,2,1,1,2,1,0,1,3,1,1,3,1,2,2,3,3,3,3,2,2,4,3,4,3,4,3,4,3,4,6,3,1,4,4,4,4,4,3,3,0,0,0,0,2,4,2,0,0,2,0,5,1,40,2,386.938354492188,38.0959777832031,43.8691520690918,398.532104492188,3.15631508827209,3.15631508827209,17.469999,1,1500,7.3132205,2,0,0,4,1,0,0,0,0,0,0,0,3,1,2,3,4,4,17,0,0,0,0,0,0,0,1,1,1,1,1,1,1048.2,6.9548297,1.0481999,1.0987231,1.5,404,5,0,1,0,0,0,1
"2424",2424,1,0,0,0,0,0,0,0,5,0,0,1,1,0,0,40,1,0,1,0,1,1354,0,3,0,1,5,3,NA,4,4,3,1,1,0,0,0,1,3,0,2,1,1,2,1,0,1,3,1,1,3,1,2,2,3,3,3,3,2,2,4,3,4,3,4,3,4,3,4,6,3,1,4,4,4,4,4,3,3,0,0,0,0,2,4,2,0,0,2,0,5,1,40,2,386.938354492188,38.0959777832031,43.8691520690918,398.532104492188,3.15631508827209,3.15631508827209,17.469999,1,1500,7.3132205,2,0,0,4,1,0,0,0,0,0,0,0,3,1,2,3,4,4,17,0,0,0,0,0,0,0,1,1,1,1,1,1,1048.2,6.9548297,1.0481999,1.0987231,1.5,404,6,0,1,0,0,0,1
"2425",2425,1,0,1,0,0,0,0,1,20,0,1,0,0,1,1,60,0,0,1,1,0,1355,0,2,0,3,NA,NA,NA,NA,NA,NA,0,0,0,0,1,3,2,0,0,0,NA,3,0,0,0,NA,0,1,NA,3,1,1,1,1,1,1,3,5,3,4,3,4,3,2,3,3,2,3,2,2,2,3,4,3,3,2,2,0,0,0,97,4,4,2,0,3,2,0,2,6,32,1,272.559387207031,11.5097665786743,11.5097665786743,305.225250244141,44.1848449707031,44.1848449707031,531.70001,1,1500,7.3132205,5,3,1,3,0,0,0,0,0,1,0,0,3,3,3,3,3,3,18,1,0,0,0,0,0,0,0,0,0,0,0,1,31902,10.370424,31.902,1017.7376,1.5,405,1,0,1,0,0,0,1
"2426",2426,1,0,1,0,0,0,0,1,20,0,0,0,1,0,0,10,0,0,0,0,1,1355,0,2,0,3,NA,NA,NA,NA,NA,NA,0,0,0,0,1,3,2,0,0,0,NA,3,0,0,0,NA,0,1,NA,3,1,1,1,1,1,1,3,5,3,4,3,4,3,2,3,3,2,3,2,2,2,3,4,3,3,2,2,0,0,0,97,4,4,2,0,3,2,0,2,6,32,1,272.559387207031,11.5097665786743,11.5097665786743,305.225250244141,44.1848449707031,44.1848449707031,531.70001,1,1500,7.3132205,5,3,1,3,0,0,0,0,0,1,0,0,3,3,3,3,3,3,18,1,0,0,0,0,0,0,0,0,0,0,0,1,31902,10.370424,31.902,1017.7376,1.5,405,2,0,1,0,0,0,1
"2427",2427,1,0,1,0,0,0,0,0,10,0,1,0,0,0,0,30,0,0,1,0,1,1355,0,2,0,3,NA,NA,NA,NA,NA,NA,0,0,0,0,1,3,2,0,0,0,NA,3,0,0,0,NA,0,1,NA,3,1,1,1,1,1,1,3,5,3,4,3,4,3,2,3,3,2,3,2,2,2,3,4,3,3,2,2,0,0,0,97,4,4,2,0,3,2,0,2,6,32,1,272.559387207031,11.5097665786743,11.5097665786743,305.225250244141,44.1848449707031,44.1848449707031,531.70001,1,1500,7.3132205,5,3,1,3,0,0,0,0,0,1,0,0,3,3,3,3,3,3,18,1,0,0,0,0,0,0,0,0,0,0,0,1,31902,10.370424,31.902,1017.7376,1.5,405,3,0,1,0,0,0,1
"2428",2428,1,0,1,0,0,0,0,0,60,0,0,1,0,1,1,5,0,1,0,0,0,1355,0,2,0,3,NA,NA,NA,NA,NA,NA,0,0,0,0,1,3,2,0,0,0,NA,3,0,0,0,NA,0,1,NA,3,1,1,1,1,1,1,3,5,3,4,3,4,3,2,3,3,2,3,2,2,2,3,4,3,3,2,2,0,0,0,97,4,4,2,0,3,2,0,2,6,32,1,272.559387207031,11.5097665786743,11.5097665786743,305.225250244141,44.1848449707031,44.1848449707031,531.70001,1,1500,7.3132205,5,3,1,3,0,0,0,0,0,1,0,0,3,3,3,3,3,3,18,1,0,0,0,0,0,0,0,0,0,0,0,1,31902,10.370424,31.902,1017.7376,1.5,405,4,0,1,0,0,0,1
"2429",2429,1,0,1,0,0,0,0,1,40,0,0,1,1,0,0,40,0,0,0,0,1,1355,0,2,0,3,NA,NA,NA,NA,NA,NA,0,0,0,0,1,3,2,0,0,0,NA,3,0,0,0,NA,0,1,NA,3,1,1,1,1,1,1,3,5,3,4,3,4,3,2,3,3,2,3,2,2,2,3,4,3,3,2,2,0,0,0,97,4,4,2,0,3,2,0,2,6,32,1,272.559387207031,11.5097665786743,11.5097665786743,305.225250244141,44.1848449707031,44.1848449707031,531.70001,1,1500,7.3132205,5,3,1,3,0,0,0,0,0,1,0,0,3,3,3,3,3,3,18,1,0,0,0,0,0,0,0,0,0,0,0,1,31902,10.370424,31.902,1017.7376,1.5,405,5,0,1,0,0,0,1
"2430",2430,1,0,1,0,0,0,0,0,10,0,0,0,1,0,0,40,0,0,1,0,1,1355,0,2,0,3,NA,NA,NA,NA,NA,NA,0,0,0,0,1,3,2,0,0,0,NA,3,0,0,0,NA,0,1,NA,3,1,1,1,1,1,1,3,5,3,4,3,4,3,2,3,3,2,3,2,2,2,3,4,3,3,2,2,0,0,0,97,4,4,2,0,3,2,0,2,6,32,1,272.559387207031,11.5097665786743,11.5097665786743,305.225250244141,44.1848449707031,44.1848449707031,531.70001,1,1500,7.3132205,5,3,1,3,0,0,0,0,0,1,0,0,3,3,3,3,3,3,18,1,0,0,0,0,0,0,0,0,0,0,0,1,31902,10.370424,31.902,1017.7376,1.5,405,6,0,1,0,0,0,1
"2431",2431,1,0,1,0,0,0,0,1,20,0,1,0,0,1,1,60,0,0,1,1,0,1356,0,2,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,3,0,2,0,0,0,NA,3,0,0,0,3,0,0,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,0,0,0,1,4,7,1,1,0,3,0,5,1,28,2,434.325500488281,11.7666425704956,31.5264434814453,420.79345703125,3.5714271068573,40.3223075866699,8.5799999,1,500,6.2146082,3,0,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,0,0,1,1,1,1,1,514.79999,6.2437782,0.51480001,0.26501906,0.5,406,1,0,1,0,0,0,1
"2432",2432,1,0,1,0,0,0,0,1,20,0,0,0,1,0,0,10,0,0,0,0,1,1356,0,2,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,3,0,2,0,0,0,NA,3,0,0,0,3,0,0,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,0,0,0,1,4,7,1,1,0,3,0,5,1,28,2,434.325500488281,11.7666425704956,31.5264434814453,420.79345703125,3.5714271068573,40.3223075866699,8.5799999,1,500,6.2146082,3,0,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,0,0,1,1,1,1,1,514.79999,6.2437782,0.51480001,0.26501906,0.5,406,2,0,1,0,0,0,1
"2433",2433,1,0,1,0,0,0,0,0,10,0,1,0,0,0,0,30,0,0,1,0,1,1356,0,2,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,3,0,2,0,0,0,NA,3,0,0,0,3,0,0,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,0,0,0,1,4,7,1,1,0,3,0,5,1,28,2,434.325500488281,11.7666425704956,31.5264434814453,420.79345703125,3.5714271068573,40.3223075866699,8.5799999,1,500,6.2146082,3,0,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,0,0,1,1,1,1,1,514.79999,6.2437782,0.51480001,0.26501906,0.5,406,3,0,1,0,0,0,1
"2434",2434,1,0,1,0,0,0,0,0,60,0,0,1,0,1,1,5,0,1,0,0,0,1356,0,2,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,3,0,2,0,0,0,NA,3,0,0,0,3,0,0,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,0,0,0,1,4,7,1,1,0,3,0,5,1,28,2,434.325500488281,11.7666425704956,31.5264434814453,420.79345703125,3.5714271068573,40.3223075866699,8.5799999,1,500,6.2146082,3,0,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,0,0,1,1,1,1,1,514.79999,6.2437782,0.51480001,0.26501906,0.5,406,4,0,1,0,0,0,1
"2435",2435,1,0,1,0,0,0,0,1,40,0,0,1,1,0,0,40,0,0,0,0,1,1356,0,2,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,3,0,2,0,0,0,NA,3,0,0,0,3,0,0,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,0,0,0,1,4,7,1,1,0,3,0,5,1,28,2,434.325500488281,11.7666425704956,31.5264434814453,420.79345703125,3.5714271068573,40.3223075866699,8.5799999,1,500,6.2146082,3,0,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,0,0,1,1,1,1,1,514.79999,6.2437782,0.51480001,0.26501906,0.5,406,5,0,1,0,0,0,1
"2436",2436,1,0,1,0,0,0,0,0,10,0,0,0,1,0,0,40,0,0,1,0,1,1356,0,2,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,3,0,2,0,0,0,NA,3,0,0,0,3,0,0,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,0,0,0,1,4,7,1,1,0,3,0,5,1,28,2,434.325500488281,11.7666425704956,31.5264434814453,420.79345703125,3.5714271068573,40.3223075866699,8.5799999,1,500,6.2146082,3,0,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,0,0,1,1,1,1,1,514.79999,6.2437782,0.51480001,0.26501906,0.5,406,6,0,1,0,0,0,1
"2437",2437,1,0,0,0,0,0,0,1,20,1,1,0,0,1,1,60,0,0,1,1,0,1358,1,2,0,1,5,3,NA,2,2,1,1,0,1,0,3,2,0,0,0,1,0,2,0,0,1,1,0,1,3,3,2,3,3,2,3,2,2,4,4,5,5,4,5,4,5,4,7,7,4,4,4,4,4,4,4,4,3,0,1,0,2,1,5,4,1,1,4,0,2,1,28,1,348.289794921875,5.30705261230469,111.851577758789,360.029510498047,3.00176882743835,123.344444274902,14.3,1,4000,8.2940493,5,1,1,6,1,0,0,0,0,0,0,0,5,4,3,4,5,5,26,0,0,0,0,0,0,0,1,1,1,1,1,1,858,6.7546039,0.85799998,0.73616397,4,407,1,0,1,0,0,0,1
"2438",2438,1,0,0,0,0,0,0,1,20,0,0,0,1,0,0,10,1,0,0,0,1,1358,1,2,0,1,5,3,NA,2,2,1,1,0,1,0,3,2,0,0,0,1,0,2,0,0,1,1,0,1,3,3,2,3,3,2,3,2,2,4,4,5,5,4,5,4,5,4,7,7,4,4,4,4,4,4,4,4,3,0,1,0,2,1,5,4,1,1,4,0,2,1,28,1,348.289794921875,5.30705261230469,111.851577758789,360.029510498047,3.00176882743835,123.344444274902,14.3,1,4000,8.2940493,5,1,1,6,1,0,0,0,0,0,0,0,5,4,3,4,5,5,26,0,0,0,0,0,0,0,1,1,1,1,1,1,858,6.7546039,0.85799998,0.73616397,4,407,2,0,1,0,0,0,1
"2439",2439,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,30,1,0,1,0,1,1358,1,2,0,1,5,3,NA,2,2,1,1,0,1,0,3,2,0,0,0,1,0,2,0,0,1,1,0,1,3,3,2,3,3,2,3,2,2,4,4,5,5,4,5,4,5,4,7,7,4,4,4,4,4,4,4,4,3,0,1,0,2,1,5,4,1,1,4,0,2,1,28,1,348.289794921875,5.30705261230469,111.851577758789,360.029510498047,3.00176882743835,123.344444274902,14.3,1,4000,8.2940493,5,1,1,6,1,0,0,0,0,0,0,0,5,4,3,4,5,5,26,0,0,0,0,0,0,0,1,1,1,1,1,1,858,6.7546039,0.85799998,0.73616397,4,407,3,0,1,0,0,0,1
"2440",2440,1,0,0,0,0,0,0,0,60,1,0,1,0,1,1,5,0,1,0,0,0,1358,1,2,0,1,5,3,NA,2,2,1,1,0,1,0,3,2,0,0,0,1,0,2,0,0,1,1,0,1,3,3,2,3,3,2,3,2,2,4,4,5,5,4,5,4,5,4,7,7,4,4,4,4,4,4,4,4,3,0,1,0,2,1,5,4,1,1,4,0,2,1,28,1,348.289794921875,5.30705261230469,111.851577758789,360.029510498047,3.00176882743835,123.344444274902,14.3,1,4000,8.2940493,5,1,1,6,1,0,0,0,0,0,0,0,5,4,3,4,5,5,26,0,0,0,0,0,0,0,1,1,1,1,1,1,858,6.7546039,0.85799998,0.73616397,4,407,4,0,1,0,0,0,1
"2441",2441,1,0,0,0,0,0,0,1,40,0,0,1,1,0,0,40,1,0,0,0,1,1358,1,2,0,1,5,3,NA,2,2,1,1,0,1,0,3,2,0,0,0,1,0,2,0,0,1,1,0,1,3,3,2,3,3,2,3,2,2,4,4,5,5,4,5,4,5,4,7,7,4,4,4,4,4,4,4,4,3,0,1,0,2,1,5,4,1,1,4,0,2,1,28,1,348.289794921875,5.30705261230469,111.851577758789,360.029510498047,3.00176882743835,123.344444274902,14.3,1,4000,8.2940493,5,1,1,6,1,0,0,0,0,0,0,0,5,4,3,4,5,5,26,0,0,0,0,0,0,0,1,1,1,1,1,1,858,6.7546039,0.85799998,0.73616397,4,407,5,0,1,0,0,0,1
"2442",2442,1,0,0,0,0,0,0,0,10,1,0,0,1,0,0,40,0,0,1,0,1,1358,1,2,0,1,5,3,NA,2,2,1,1,0,1,0,3,2,0,0,0,1,0,2,0,0,1,1,0,1,3,3,2,3,3,2,3,2,2,4,4,5,5,4,5,4,5,4,7,7,4,4,4,4,4,4,4,4,3,0,1,0,2,1,5,4,1,1,4,0,2,1,28,1,348.289794921875,5.30705261230469,111.851577758789,360.029510498047,3.00176882743835,123.344444274902,14.3,1,4000,8.2940493,5,1,1,6,1,0,0,0,0,0,0,0,5,4,3,4,5,5,26,0,0,0,0,0,0,0,1,1,1,1,1,1,858,6.7546039,0.85799998,0.73616397,4,407,6,0,1,0,0,0,1
"2443",2443,1,0,0,0,0,0,0,1,40,0,1,0,0,1,1,10,1,1,0,1,0,1359,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,2,3,0,1,0,NA,3,0,0,1,1,0,1,1,1,3,2,3,3,3,2,3,5,2,5,4,5,5,5,5,5,1,4,5,1,3,5,5,3,5,1,3,0,0,0,0,1,3,1,0,1,1,0,3,7,18,1,432.438690185547,23.2148056030273,24.6623764038086,452.014465332031,16.4378261566162,42.2960739135742,16.469999,1,500,6.2146082,2,1,1,5,0,0,0,0,0,0,1,0,4,4,5,3,4,4,24,0,0,0,0,0,0,0,0,0,0,0,1,1,988.19995,6.895885,0.98819995,0.97653913,0.5,408,1,0,1,0,0,0,1
