line,invasive1,cost1,y1,spec101,spec251,prot251,prot501,invasive2,cost2,y2,spec102,spec252,prot252,prot502,invasive3,cost3,y3,spec103,spec253,prot253,prot503,respid,male,agegr,block,q20_1,q20_2,q20_3,q20_4,dq21_1,dq21_2,dq21_3,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q23_1,q23_2,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25_1,q25_2,q34,edu,job,age,country,inttime,resumed,income,england,scotland,wales,nireland,protest1,protest2,protest3,id,set
2931,0,0,0,0,0,0,0,1,10,1,1,0,0,0,1,30,0,0,1,0,1,1490,1,2,3,3,2,2,3,,,,,,,,,,3,3,4,5,4,3,3,4,4,4,2,3,3,3,4,3,3,3,3,2,2,3,5,1,28,1,9.5500002,1,2500,1,0,0,0,0,0,0,489,3
2932,0,0,1,0,0,0,0,1,60,0,0,1,0,1,0,5,0,1,0,0,0,1490,1,2,3,3,2,2,3,,,,,,,,,,3,3,4,5,4,3,3,4,4,4,2,3,3,3,4,3,3,3,3,2,2,3,5,1,28,1,9.5500002,1,2500,1,0,0,0,0,0,0,489,4
2933,0,0,0,0,0,0,0,0,40,1,0,1,1,0,1,40,0,0,0,0,1,1490,1,2,3,3,2,2,3,,,,,,,,,,3,3,4,5,4,3,3,4,4,4,2,3,3,3,4,3,3,3,3,2,2,3,5,1,28,1,9.5500002,1,2500,1,0,0,0,0,0,0,489,5
2934,0,0,0,0,0,0,0,1,10,1,0,0,1,0,1,40,0,0,1,0,1,1490,1,2,3,3,2,2,3,,,,,,,,,,3,3,4,5,4,3,3,4,4,4,2,3,3,3,4,3,3,3,3,2,2,3,5,1,28,1,9.5500002,1,2500,1,0,0,0,0,0,0,489,6
2935,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,1491,0,3,3,2,1,1,1,,,,,,,,,,1,2,3,4,5,5,4,4,4,4,2,5,2,4,2,5,5,5,5,1,1,3,6,1,43,1,11.63,1,2500,1,0,0,0,0,0,0,490,1
2936,0,0,0,0,0,0,0,0,20,1,0,0,1,0,1,10,0,0,0,0,1,1491,0,3,3,2,1,1,1,,,,,,,,,,1,2,3,4,5,5,4,4,4,4,2,5,2,4,2,5,5,5,5,1,1,3,6,1,43,1,11.63,1,2500,1,0,0,0,0,0,0,490,2
2937,0,0,1,0,0,0,0,1,10,0,1,0,0,0,1,30,0,0,1,0,1,1491,0,3,3,2,1,1,1,,,,,,,,,,1,2,3,4,5,5,4,4,4,4,2,5,2,4,2,5,5,5,5,1,1,3,6,1,43,1,11.63,1,2500,1,0,0,0,0,0,0,490,3
2938,0,0,0,0,0,0,0,1,60,0,0,1,0,1,0,5,1,1,0,0,0,1491,0,3,3,2,1,1,1,,,,,,,,,,1,2,3,4,5,5,4,4,4,4,2,5,2,4,2,5,5,5,5,1,1,3,6,1,43,1,11.63,1,2500,1,0,0,0,0,0,0,490,4
2939,0,0,0,0,0,0,0,0,40,1,0,1,1,0,1,40,0,0,0,0,1,1491,0,3,3,2,1,1,1,,,,,,,,,,1,2,3,4,5,5,4,4,4,4,2,5,2,4,2,5,5,5,5,1,1,3,6,1,43,1,11.63,1,2500,1,0,0,0,0,0,0,490,5
2940,0,0,0,0,0,0,0,1,10,1,0,0,1,0,1,40,0,0,1,0,1,1491,0,3,3,2,1,1,1,,,,,,,,,,1,2,3,4,5,5,4,4,4,4,2,5,2,4,2,5,5,5,5,1,1,3,6,1,43,1,11.63,1,2500,1,0,0,0,0,0,0,490,6
2941,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,1492,0,2,3,2,2,2,2,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,2,2,2,25,1,10.85,1,1500,1,0,0,0,0,0,0,491,1
2942,0,0,0,0,0,0,0,0,20,0,0,0,1,0,1,10,1,0,0,0,1,1492,0,2,3,2,2,2,2,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,2,2,2,25,1,10.85,1,1500,1,0,0,0,0,0,0,491,2
2943,0,0,0,0,0,0,0,1,10,1,1,0,0,0,1,30,0,0,1,0,1,1492,0,2,3,2,2,2,2,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,2,2,2,25,1,10.85,1,1500,1,0,0,0,0,0,0,491,3
2944,0,0,0,0,0,0,0,1,60,0,0,1,0,1,0,5,1,1,0,0,0,1492,0,2,3,2,2,2,2,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,2,2,2,25,1,10.85,1,1500,1,0,0,0,0,0,0,491,4
2945,0,0,1,0,0,0,0,0,40,0,0,1,1,0,1,40,0,0,0,0,1,1492,0,2,3,2,2,2,2,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,2,2,2,25,1,10.85,1,1500,1,0,0,0,0,0,0,491,5
2946,0,0,0,0,0,0,0,1,10,1,0,0,1,0,1,40,0,0,1,0,1,1492,0,2,3,2,2,2,2,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,2,2,2,25,1,10.85,1,1500,1,0,0,0,0,0,0,491,6
2947,0,0,0,0,0,0,0,1,5,1,1,0,0,0,1,60,0,0,1,0,0,1493,0,6,2,2,2,3,2,,,,,,,,,,3,2,3,2,3,3,3,2,3,2,5,5,3,3,3,3,3,3,3,3,3,2,2,8,75,1,20.07,1,1500,1,0,0,0,0,0,0,492,1
2948,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,1493,0,6,2,2,2,3,2,,,,,,,,,,3,2,3,2,3,3,3,2,3,2,5,5,3,3,3,3,3,3,3,3,3,2,2,8,75,1,20.07,1,1500,1,0,0,0,0,0,0,492,2
2949,0,0,0,0,0,0,0,0,40,1,1,0,1,0,1,20,0,1,0,0,1,1493,0,6,2,2,2,3,2,,,,,,,,,,3,2,3,2,3,3,3,2,3,2,5,5,3,3,3,3,3,3,3,3,3,2,2,8,75,1,20.07,1,1500,1,0,0,0,0,0,0,492,3
2950,0,0,0,0,0,0,0,1,20,1,0,1,0,1,1,5,0,1,0,0,0,1493,0,6,2,2,2,3,2,,,,,,,,,,3,2,3,2,3,3,3,2,3,2,5,5,3,3,3,3,3,3,3,3,3,2,2,8,75,1,20.07,1,1500,1,0,0,0,0,0,0,492,4
2951,0,0,0,0,0,0,0,1,10,1,0,1,1,0,0,20,0,0,0,1,0,1493,0,6,2,2,2,3,2,,,,,,,,,,3,2,3,2,3,3,3,2,3,2,5,5,3,3,3,3,3,3,3,3,3,2,2,8,75,1,20.07,1,1500,1,0,0,0,0,0,0,492,5
2952,0,0,0,0,0,0,0,0,60,1,1,0,0,1,1,60,0,0,1,0,0,1493,0,6,2,2,2,3,2,,,,,,,,,,3,2,3,2,3,3,3,2,3,2,5,5,3,3,3,3,3,3,3,3,3,2,2,8,75,1,20.07,1,1500,1,0,0,0,0,0,0,492,6
2953,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,1494,0,5,3,3,3,3,3,,,,,,,,,,3,4,2,4,5,4,3,2,4,4,1,1,1,1,2,2,4,3,3,1,1,7,3,1,64,1,12.4,1,12000,1,0,0,0,0,1,0,493,1
2954,0,0,0,0,0,0,0,0,20,0,0,0,1,0,1,10,1,0,0,0,1,1494,0,5,3,3,3,3,3,,,,,,,,,,3,4,2,4,5,4,3,2,4,4,1,1,1,1,2,2,4,3,3,1,1,7,3,1,64,1,12.4,1,12000,1,0,0,0,0,1,0,493,2
2955,0,0,0,0,0,0,0,1,10,1,1,0,0,0,1,30,0,0,1,0,1,1494,0,5,3,3,3,3,3,,,,,,,,,,3,4,2,4,5,4,3,2,4,4,1,1,1,1,2,2,4,3,3,1,1,7,3,1,64,1,12.4,1,12000,1,0,0,0,0,1,0,493,3
2956,0,0,0,0,0,0,0,1,60,0,0,1,0,1,0,5,1,1,0,0,0,1494,0,5,3,3,3,3,3,,,,,,,,,,3,4,2,4,5,4,3,2,4,4,1,1,1,1,2,2,4,3,3,1,1,7,3,1,64,1,12.4,1,12000,1,0,0,0,0,1,0,493,4
2957,0,0,0,0,0,0,0,0,40,1,0,1,1,0,1,40,0,0,0,0,1,1494,0,5,3,3,3,3,3,,,,,,,,,,3,4,2,4,5,4,3,2,4,4,1,1,1,1,2,2,4,3,3,1,1,7,3,1,64,1,12.4,1,12000,1,0,0,0,0,1,0,493,5
2958,0,0,0,0,0,0,0,1,10,1,0,0,1,0,1,40,0,0,1,0,1,1494,0,5,3,3,3,3,3,,,,,,,,,,3,4,2,4,5,4,3,2,4,4,1,1,1,1,2,2,4,3,3,1,1,7,3,1,64,1,12.4,1,12000,1,0,0,0,0,1,0,493,6
2959,0,0,0,0,0,0,0,1,5,1,1,0,0,0,1,60,0,0,1,0,0,1495,0,2,2,3,2,2,3,,,,,,,,,,3,3,3,3,4,4,4,4,4,3,5,4,4,3,3,3,3,4,4,3,3,3,4,5,31,1,12.03,1,2500,1,0,0,0,0,0,0,494,1
2960,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,1495,0,2,2,3,2,2,3,,,,,,,,,,3,3,3,3,4,4,4,4,4,3,5,4,4,3,3,3,3,4,4,3,3,3,4,5,31,1,12.03,1,2500,1,0,0,0,0,0,0,494,2
2961,0,0,0,0,0,0,0,0,40,0,1,0,1,0,1,20,1,1,0,0,1,1495,0,2,2,3,2,2,3,,,,,,,,,,3,3,3,3,4,4,4,4,4,3,5,4,4,3,3,3,3,4,4,3,3,3,4,5,31,1,12.03,1,2500,1,0,0,0,0,0,0,494,3
2962,0,0,0,0,0,0,0,1,20,1,0,1,0,1,1,5,0,1,0,0,0,1495,0,2,2,3,2,2,3,,,,,,,,,,3,3,3,3,4,4,4,4,4,3,5,4,4,3,3,3,3,4,4,3,3,3,4,5,31,1,12.03,1,2500,1,0,0,0,0,0,0,494,4
2963,0,0,0,0,0,0,0,1,10,1,0,1,1,0,0,20,0,0,0,1,0,1495,0,2,2,3,2,2,3,,,,,,,,,,3,3,3,3,4,4,4,4,4,3,5,4,4,3,3,3,3,4,4,3,3,3,4,5,31,1,12.03,1,2500,1,0,0,0,0,0,0,494,5
2964,0,0,0,0,0,0,0,0,60,1,1,0,0,1,1,60,0,0,1,0,0,1495,0,2,2,3,2,2,3,,,,,,,,,,3,3,3,3,4,4,4,4,4,3,5,4,4,3,3,3,3,4,4,3,3,3,4,5,31,1,12.03,1,2500,1,0,0,0,0,0,0,494,6
2965,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,60,0,0,1,0,0,1496,0,1,2,2,1,2,1,,,,,,,,,,3,4,4,4,3,2,3,4,4,4,6,5,3,3,3,4,5,4,4,3,2,3,4,7,20,1,15.02,1,2500,1,0,0,0,0,0,0,495,1
2966,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,5,1,0,0,1,0,1496,0,1,2,2,1,2,1,,,,,,,,,,3,4,4,4,3,2,3,4,4,4,6,5,3,3,3,4,5,4,4,3,2,3,4,7,20,1,15.02,1,2500,1,0,0,0,0,0,0,495,2
2967,0,0,1,0,0,0,0,0,40,0,1,0,1,0,1,20,0,1,0,0,1,1496,0,1,2,2,1,2,1,,,,,,,,,,3,4,4,4,3,2,3,4,4,4,6,5,3,3,3,4,5,4,4,3,2,3,4,7,20,1,15.02,1,2500,1,0,0,0,0,0,0,495,3
2968,0,0,0,0,0,0,0,1,20,1,0,1,0,1,1,5,0,1,0,0,0,1496,0,1,2,2,1,2,1,,,,,,,,,,3,4,4,4,3,2,3,4,4,4,6,5,3,3,3,4,5,4,4,3,2,3,4,7,20,1,15.02,1,2500,1,0,0,0,0,0,0,495,4
2969,0,0,0,0,0,0,0,1,10,0,0,1,1,0,0,20,1,0,0,1,0,1496,0,1,2,2,1,2,1,,,,,,,,,,3,4,4,4,3,2,3,4,4,4,6,5,3,3,3,4,5,4,4,3,2,3,4,7,20,1,15.02,1,2500,1,0,0,0,0,0,0,495,5
2970,0,0,1,0,0,0,0,0,60,0,1,0,0,1,1,60,0,0,1,0,0,1496,0,1,2,2,1,2,1,,,,,,,,,,3,4,4,4,3,2,3,4,4,4,6,5,3,3,3,4,5,4,4,3,2,3,4,7,20,1,15.02,1,2500,1,0,0,0,0,0,0,495,6
2971,0,0,0,0,0,0,0,1,5,1,1,0,0,0,1,60,0,0,1,0,0,1497,0,1,2,2,2,2,1,,,,,,,,,,3,3,3,3,3,2,4,3,4,3,3,5,3,2,3,3,3,3,3,2,2,4,3,7,18,1,8.2799997,1,4000,1,0,0,0,0,0,0,496,1
2972,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,5,1,0,0,1,0,1497,0,1,2,2,2,2,1,,,,,,,,,,3,3,3,3,3,2,4,3,4,3,3,5,3,2,3,3,3,3,3,2,2,4,3,7,18,1,8.2799997,1,4000,1,0,0,0,0,0,0,496,2
2973,0,0,1,0,0,0,0,0,40,0,1,0,1,0,1,20,0,1,0,0,1,1497,0,1,2,2,2,2,1,,,,,,,,,,3,3,3,3,3,2,4,3,4,3,3,5,3,2,3,3,3,3,3,2,2,4,3,7,18,1,8.2799997,1,4000,1,0,0,0,0,0,0,496,3
2974,0,0,0,0,0,0,0,1,20,0,0,1,0,1,1,5,1,1,0,0,0,1497,0,1,2,2,2,2,1,,,,,,,,,,3,3,3,3,3,2,4,3,4,3,3,5,3,2,3,3,3,3,3,2,2,4,3,7,18,1,8.2799997,1,4000,1,0,0,0,0,0,0,496,4
2975,0,0,0,0,0,0,0,1,10,1,0,1,1,0,0,20,0,0,0,1,0,1497,0,1,2,2,2,2,1,,,,,,,,,,3,3,3,3,3,2,4,3,4,3,3,5,3,2,3,3,3,3,3,2,2,4,3,7,18,1,8.2799997,1,4000,1,0,0,0,0,0,0,496,5
2976,0,0,1,0,0,0,0,0,60,0,1,0,0,1,1,60,0,0,1,0,0,1497,0,1,2,2,2,2,1,,,,,,,,,,3,3,3,3,3,2,4,3,4,3,3,5,3,2,3,3,3,3,3,2,2,4,3,7,18,1,8.2799997,1,4000,1,0,0,0,0,0,0,496,6
2977,0,0,0,0,0,0,0,0,40,1,1,0,0,1,0,10,0,1,0,1,0,1498,0,6,1,1,1,2,2,,,,,,,,,,2,2,4,2,2,2,4,4,4,4,3,6,4,3,3,4,4,4,4,4,4,3,5,8,74,1,15.98,1,2500,1,0,0,0,0,0,0,497,1
2978,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,30,1,0,0,1,0,1498,0,6,1,1,1,2,2,,,,,,,,,,2,2,4,2,2,2,4,4,4,4,3,6,4,3,3,4,4,4,4,4,4,3,5,8,74,1,15.98,1,2500,1,0,0,0,0,0,0,497,2
2979,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,1498,0,6,1,1,1,2,2,,,,,,,,,,2,2,4,2,2,2,4,4,4,4,3,6,4,3,3,4,4,4,4,4,4,3,5,8,74,1,15.98,1,2500,1,0,0,0,0,0,0,497,3
2980,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,1498,0,6,1,1,1,2,2,,,,,,,,,,2,2,4,2,2,2,4,4,4,4,3,6,4,3,3,4,4,4,4,4,4,3,5,8,74,1,15.98,1,2500,1,0,0,0,0,0,0,497,4
2981,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,1498,0,6,1,1,1,2,2,,,,,,,,,,2,2,4,2,2,2,4,4,4,4,3,6,4,3,3,4,4,4,4,4,4,3,5,8,74,1,15.98,1,2500,1,0,0,0,0,0,0,497,5
2982,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,1498,0,6,1,1,1,2,2,,,,,,,,,,2,2,4,2,2,2,4,4,4,4,3,6,4,3,3,4,4,4,4,4,4,3,5,8,74,1,15.98,1,2500,1,0,0,0,0,0,0,497,6
2983,0,0,0,0,0,0,0,1,5,1,1,0,0,0,1,60,0,0,1,0,0,1499,1,4,2,3,3,3,3,,,,,,,,,,1,2,4,3,3,2,4,4,5,4,4,4,4,4,2,4,5,5,5,3,3,4,2,1,51,1,10.65,1,4000,1,0,0,0,0,0,0,498,1
2984,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,5,1,0,0,1,0,1499,1,4,2,3,3,3,3,,,,,,,,,,1,2,4,3,3,2,4,4,5,4,4,4,4,4,2,4,5,5,5,3,3,4,2,1,51,1,10.65,1,4000,1,0,0,0,0,0,0,498,2
2985,0,0,0,0,0,0,0,0,40,0,1,0,1,0,1,20,1,1,0,0,1,1499,1,4,2,3,3,3,3,,,,,,,,,,1,2,4,3,3,2,4,4,5,4,4,4,4,4,2,4,5,5,5,3,3,4,2,1,51,1,10.65,1,4000,1,0,0,0,0,0,0,498,3
2986,0,0,0,0,0,0,0,1,20,1,0,1,0,1,1,5,0,1,0,0,0,1499,1,4,2,3,3,3,3,,,,,,,,,,1,2,4,3,3,2,4,4,5,4,4,4,4,4,2,4,5,5,5,3,3,4,2,1,51,1,10.65,1,4000,1,0,0,0,0,0,0,498,4
2987,0,0,0,0,0,0,0,1,10,1,0,1,1,0,0,20,0,0,0,1,0,1499,1,4,2,3,3,3,3,,,,,,,,,,1,2,4,3,3,2,4,4,5,4,4,4,4,4,2,4,5,5,5,3,3,4,2,1,51,1,10.65,1,4000,1,0,0,0,0,0,0,498,5
2988,0,0,1,0,0,0,0,0,60,0,1,0,0,1,1,60,0,0,1,0,0,1499,1,4,2,3,3,3,3,,,,,,,,,,1,2,4,3,3,2,4,4,5,4,4,4,4,4,2,4,5,5,5,3,3,4,2,1,51,1,10.65,1,4000,1,0,0,0,0,0,0,498,6
2989,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,1500,0,2,1,2,1,1,2,,,,,,,,,,2,3,4,3,3,2,5,4,4,3,3,5,3,2,4,4,5,5,5,3,2,2,2,2,31,1,30.469999,1,1500,1,0,0,0,0,0,0,499,1
2990,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,30,0,0,0,1,0,1500,0,2,1,2,1,1,2,,,,,,,,,,2,3,4,3,3,2,5,4,4,3,3,5,3,2,4,4,5,5,5,3,2,2,2,2,31,1,30.469999,1,1500,1,0,0,0,0,0,0,499,2
2991,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,1500,0,2,1,2,1,1,2,,,,,,,,,,2,3,4,3,3,2,5,4,4,3,3,5,3,2,4,4,5,5,5,3,2,2,2,2,31,1,30.469999,1,1500,1,0,0,0,0,0,0,499,3
2992,0,0,1,0,0,0,0,1,40,0,0,0,0,1,0,30,0,0,1,1,0,1500,0,2,1,2,1,1,2,,,,,,,,,,2,3,4,3,3,2,5,4,4,3,3,5,3,2,4,4,5,5,5,3,2,2,2,2,31,1,30.469999,1,1500,1,0,0,0,0,0,0,499,4
2993,0,0,1,0,0,0,0,1,30,0,1,0,1,0,0,40,0,1,0,0,1,1500,0,2,1,2,1,1,2,,,,,,,,,,2,3,4,3,3,2,5,4,4,3,3,5,3,2,4,4,5,5,5,3,2,2,2,2,31,1,30.469999,1,1500,1,0,0,0,0,0,0,499,5
2994,0,0,1,0,0,0,0,1,5,0,0,1,1,0,1,40,0,0,1,0,1,1500,0,2,1,2,1,1,2,,,,,,,,,,2,3,4,3,3,2,5,4,4,3,3,5,3,2,4,4,5,5,5,3,2,2,2,2,31,1,30.469999,1,1500,1,0,0,0,0,0,0,499,6
2995,0,0,0,0,0,0,0,0,40,1,1,0,0,1,0,10,0,1,0,1,0,1502,0,3,1,1,1,1,2,,,,,,,,,,4,4,5,4,4,4,4,4,4,4,5,5,3,2,4,4,4,4,4,3,3,2,3,2,35,3,26.1,1,1500,0,0,1,0,0,1,0,500,1
2996,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,30,0,0,0,1,0,1502,0,3,1,1,1,1,2,,,,,,,,,,4,4,5,4,4,4,4,4,4,4,5,5,3,2,4,4,4,4,4,3,3,2,3,2,35,3,26.1,1,1500,0,0,1,0,0,1,0,500,2
2997,0,0,0,0,0,0,0,0,60,1,0,1,0,0,0,5,0,1,0,1,0,1502,0,3,1,1,1,1,2,,,,,,,,,,4,4,5,4,4,4,4,4,4,4,5,5,3,2,4,4,4,4,4,3,3,2,3,2,35,3,26.1,1,1500,0,0,1,0,0,1,0,500,3
2998,0,0,0,0,0,0,0,1,40,1,0,0,0,1,0,30,0,0,1,1,0,1502,0,3,1,1,1,1,2,,,,,,,,,,4,4,5,4,4,4,4,4,4,4,5,5,3,2,4,4,4,4,4,3,3,2,3,2,35,3,26.1,1,1500,0,0,1,0,0,1,0,500,4
2999,0,0,1,0,0,0,0,1,30,0,1,0,1,0,0,40,0,1,0,0,1,1502,0,3,1,1,1,1,2,,,,,,,,,,4,4,5,4,4,4,4,4,4,4,5,5,3,2,4,4,4,4,4,3,3,2,3,2,35,3,26.1,1,1500,0,0,1,0,0,1,0,500,5
3000,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,1502,0,3,1,1,1,1,2,,,,,,,,,,4,4,5,4,4,4,4,4,4,4,5,5,3,2,4,4,4,4,4,3,3,2,3,2,35,3,26.1,1,1500,0,0,1,0,0,1,0,500,6
3001,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,1504,0,6,1,1,1,1,1,,,,,,,,,,2,3,3,4,2,2,5,4,5,4,4,5,3,2,3,3,5,4,4,3,3,4,5,2,66,1,12.27,1,4000,1,0,0,0,0,0,0,501,1
3002,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,30,0,0,0,1,0,1504,0,6,1,1,1,1,1,,,,,,,,,,2,3,3,4,2,2,5,4,5,4,4,5,3,2,3,3,5,4,4,3,3,4,5,2,66,1,12.27,1,4000,1,0,0,0,0,0,0,501,2
3003,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,1504,0,6,1,1,1,1,1,,,,,,,,,,2,3,3,4,2,2,5,4,5,4,4,5,3,2,3,3,5,4,4,3,3,4,5,2,66,1,12.27,1,4000,1,0,0,0,0,0,0,501,3
3004,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,1504,0,6,1,1,1,1,1,,,,,,,,,,2,3,3,4,2,2,5,4,5,4,4,5,3,2,3,3,5,4,4,3,3,4,5,2,66,1,12.27,1,4000,1,0,0,0,0,0,0,501,4
3005,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,1504,0,6,1,1,1,1,1,,,,,,,,,,2,3,3,4,2,2,5,4,5,4,4,5,3,2,3,3,5,4,4,3,3,4,5,2,66,1,12.27,1,4000,1,0,0,0,0,0,0,501,5
3006,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,1504,0,6,1,1,1,1,1,,,,,,,,,,2,3,3,4,2,2,5,4,5,4,4,5,3,2,3,3,5,4,4,3,3,4,5,2,66,1,12.27,1,4000,1,0,0,0,0,0,0,501,6
3007,0,0,0,0,0,0,0,0,40,1,1,0,0,1,0,10,0,1,0,1,0,1505,1,1,1,1,1,1,1,,,,,,,,,,2,1,3,1,3,1,5,3,4,5,3,7,4,4,4,4,5,4,4,4,2,4,5,1,23,1,15.22,1,4000,1,0,0,0,0,0,0,502,1
3008,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,30,0,0,0,1,0,1505,1,1,1,1,1,1,1,,,,,,,,,,2,1,3,1,3,1,5,3,4,5,3,7,4,4,4,4,5,4,4,4,2,4,5,1,23,1,15.22,1,4000,1,0,0,0,0,0,0,502,2
3009,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,1505,1,1,1,1,1,1,1,,,,,,,,,,2,1,3,1,3,1,5,3,4,5,3,7,4,4,4,4,5,4,4,4,2,4,5,1,23,1,15.22,1,4000,1,0,0,0,0,0,0,502,3
3010,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,1505,1,1,1,1,1,1,1,,,,,,,,,,2,1,3,1,3,1,5,3,4,5,3,7,4,4,4,4,5,4,4,4,2,4,5,1,23,1,15.22,1,4000,1,0,0,0,0,0,0,502,4
3011,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,1505,1,1,1,1,1,1,1,,,,,,,,,,2,1,3,1,3,1,5,3,4,5,3,7,4,4,4,4,5,4,4,4,2,4,5,1,23,1,15.22,1,4000,1,0,0,0,0,0,0,502,5
3012,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,1505,1,1,1,1,1,1,1,,,,,,,,,,2,1,3,1,3,1,5,3,4,5,3,7,4,4,4,4,5,4,4,4,2,4,5,1,23,1,15.22,1,4000,1,0,0,0,0,0,0,502,6
3013,0,0,0,0,0,0,0,0,40,1,1,0,0,1,0,10,0,1,0,1,0,1506,1,5,1,1,1,1,3,,,,,,,,,,1,3,3,3,2,1,5,3,4,5,4,6,3,2,4,4,5,5,5,4,1,3,2,1,56,1,20.219999,1,2500,1,0,0,0,0,0,0,503,1
3014,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,30,1,0,0,1,0,1506,1,5,1,1,1,1,3,,,,,,,,,,1,3,3,3,2,1,5,3,4,5,4,6,3,2,4,4,5,5,5,4,1,3,2,1,56,1,20.219999,1,2500,1,0,0,0,0,0,0,503,2
3015,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,1506,1,5,1,1,1,1,3,,,,,,,,,,1,3,3,3,2,1,5,3,4,5,4,6,3,2,4,4,5,5,5,4,1,3,2,1,56,1,20.219999,1,2500,1,0,0,0,0,0,0,503,3
3016,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,1506,1,5,1,1,1,1,3,,,,,,,,,,1,3,3,3,2,1,5,3,4,5,4,6,3,2,4,4,5,5,5,4,1,3,2,1,56,1,20.219999,1,2500,1,0,0,0,0,0,0,503,4
3017,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,1506,1,5,1,1,1,1,3,,,,,,,,,,1,3,3,3,2,1,5,3,4,5,4,6,3,2,4,4,5,5,5,4,1,3,2,1,56,1,20.219999,1,2500,1,0,0,0,0,0,0,503,5
3018,0,0,0,0,0,0,0,1,5,0,0,1,1,0,1,40,1,0,1,0,1,1506,1,5,1,1,1,1,3,,,,,,,,,,1,3,3,3,2,1,5,3,4,5,4,6,3,2,4,4,5,5,5,4,1,3,2,1,56,1,20.219999,1,2500,1,0,0,0,0,0,0,503,6
3019,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,1508,1,5,1,1,1,1,1,,,,,,,,,,2,3,4,3,3,4,4,4,4,3,4,5,4,3,4,4,5,5,5,3,2,2,4,6,55,1,26.48,1,1500,1,0,0,0,0,0,0,504,1
3020,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,30,1,0,0,1,0,1508,1,5,1,1,1,1,1,,,,,,,,,,2,3,4,3,3,4,4,4,4,3,4,5,4,3,4,4,5,5,5,3,2,2,4,6,55,1,26.48,1,1500,1,0,0,0,0,0,0,504,2
