"","person","set","choice","cost_alt1","beach_25_alt1","beach_50_alt1","beach_75_alt1","beach_90_alt1","coastal_5_alt1","coastal_10_alt1","coastal_15_alt1","coastal_20_alt1","intl_3_alt1","intl_5_alt1","intl_10_alt1","intl_15_alt1","foreign_5_alt1","foreign_10_alt1","foreign_15_alt1","foreign_20_alt1","csplit_50home_alt1","csplit_75home_alt1","cost_alt2","beach_25_alt2","beach_50_alt2","beach_75_alt2","beach_90_alt2","coastal_5_alt2","coastal_10_alt2","coastal_15_alt2","coastal_20_alt2","intl_3_alt2","intl_5_alt2","intl_10_alt2","intl_15_alt2","foreign_5_alt2","foreign_10_alt2","foreign_15_alt2","foreign_20_alt2","csplit_50home_alt2","csplit_75home_alt2","cost_alt3","beach_25_alt3","beach_50_alt3","beach_75_alt3","beach_90_alt3","coastal_5_alt3","coastal_10_alt3","coastal_15_alt3","coastal_20_alt3","intl_3_alt3","intl_5_alt3","intl_10_alt3","intl_15_alt3","foreign_5_alt3","foreign_10_alt3","foreign_15_alt3","foreign_20_alt3","csplit_50home_alt3","csplit_75home_alt3","gender1","education1","income_num","household","hhchildren","environorg","sector_fishprocess","sector_renewable","sector_oilgas","sector_marine_other","sector_no_marine","yourbeachplastic","intlplasticexperience","usavisit"
"11705",2356,5,1,153.249882676235,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,306.499765352471,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,16250.5,2,0,2,0,0,0,0,1,5,3,2
"11706",2357,1,2,469.966306873789,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,71.5166119155766,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,25000.5,2,0,1,0,0,0,0,1,3,1,2
"11707",2357,2,1,469.966306873789,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,71.5166119155766,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,25000.5,2,0,1,0,0,0,0,1,3,1,2
"11708",2357,3,2,71.5166119155766,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,122.599906140988,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,25000.5,2,0,1,0,0,0,0,1,3,1,2
"11709",2357,4,2,122.599906140988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,122.599906140988,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,25000.5,2,0,1,0,0,0,0,1,3,1,2
"11710",2357,5,1,122.599906140988,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,122.599906140988,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,25000.5,2,0,1,0,0,0,0,1,3,1,2
"11721",2360,1,1,71.5166119155766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306.499765352471,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,40000.5,2,1,2,0,0,1,0,0,2,1,1
"11722",2360,2,2,71.5166119155766,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,71.5166119155766,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,40000.5,2,1,2,0,0,1,0,0,2,1,1
"11723",2360,3,3,469.966306873789,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,469.966306873789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,40000.5,2,1,2,0,0,1,0,0,2,1,1
"11724",2360,4,2,306.499765352471,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,40000.5,2,1,2,0,0,1,0,0,2,1,1
"11725",2360,5,1,153.249882676235,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,469.966306873789,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,40000.5,2,1,2,0,0,1,0,0,2,1,1
"11726",2361,1,3,306.499765352471,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,306.499765352471,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40000.5,1,0,2,0,0,0,0,1,5,3,2
"11727",2361,2,3,122.599906140988,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,153.249882676235,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40000.5,1,0,2,0,0,0,0,1,5,3,2
"11728",2361,3,3,306.499765352471,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,122.599906140988,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40000.5,1,0,2,0,0,0,0,1,5,3,2
"11729",2361,4,3,306.499765352471,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,71.5166119155766,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40000.5,1,0,2,0,0,0,0,1,5,3,2
"11730",2361,5,3,71.5166119155766,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,469.966306873789,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40000.5,1,0,2,0,0,0,0,1,5,3,2
"11736",2363,1,3,122.599906140988,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,469.966306873789,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16250.5,2,0,2,0,0,0,0,1,1,1,2
"11737",2363,2,1,71.5166119155766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306.499765352471,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16250.5,2,0,2,0,0,0,0,1,1,1,2
"11738",2363,3,3,122.599906140988,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,153.249882676235,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16250.5,2,0,2,0,0,0,0,1,1,1,2
"11739",2363,4,2,153.249882676235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,71.5166119155766,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16250.5,2,0,2,0,0,0,0,1,1,1,2
"11740",2363,5,3,306.499765352471,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,153.249882676235,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16250.5,2,0,2,0,0,0,0,1,1,1,2
"11741",2364,1,3,306.499765352471,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,306.499765352471,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,3,0,2,0,0,0,0,1,1,1,2
"11742",2364,2,3,122.599906140988,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,153.249882676235,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,3,0,2,0,0,0,0,1,1,1,2
"11743",2364,3,3,306.499765352471,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,122.599906140988,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,3,0,2,0,0,0,0,1,1,1,2
"11744",2364,4,3,306.499765352471,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,71.5166119155766,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,3,0,2,0,0,0,0,1,1,1,2
"11745",2364,5,3,71.5166119155766,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,469.966306873789,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,3,0,2,0,0,0,0,1,1,1,2
"11771",2370,1,2,71.5166119155766,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,122.599906140988,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12500,5,2,2,0,0,0,0,1,4,3,2
"11772",2370,2,1,122.599906140988,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,306.499765352471,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12500,5,2,2,0,0,0,0,1,4,3,2
"11773",2370,3,3,469.966306873789,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,153.249882676235,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12500,5,2,2,0,0,0,0,1,4,3,2
"11774",2370,4,3,469.966306873789,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,306.499765352471,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12500,5,2,2,0,0,0,0,1,4,3,2
"11775",2370,5,3,306.499765352471,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,153.249882676235,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12500,5,2,2,0,0,0,0,1,4,3,2
"11786",2373,1,1,153.249882676235,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,71.5166119155766,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16250.5,1,2,2,0,0,0,0,1,3,2,2
"11787",2373,2,3,153.249882676235,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16250.5,1,2,2,0,0,0,0,1,3,2,2
"11788",2373,3,3,71.5166119155766,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,122.599906140988,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16250.5,1,2,2,0,0,0,0,1,3,2,2
"11789",2373,4,3,153.249882676235,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,469.966306873789,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16250.5,1,2,2,0,0,0,0,1,3,2,2
"11790",2373,5,3,71.5166119155766,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,122.599906140988,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16250.5,1,2,2,0,0,0,0,1,3,2,2
"11806",2377,1,2,306.499765352471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,306.499765352471,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,60000.5,4,0,1,0,0,0,0,1,4,1,1
"11807",2377,2,2,71.5166119155766,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,153.249882676235,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,60000.5,4,0,1,0,0,0,0,1,4,1,1
"11808",2377,3,1,469.966306873789,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,153.249882676235,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,60000.5,4,0,1,0,0,0,0,1,4,1,1
"11809",2377,4,2,153.249882676235,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,306.499765352471,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,60000.5,4,0,1,0,0,0,0,1,4,1,1
"11810",2377,5,1,71.5166119155766,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,306.499765352471,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,60000.5,4,0,1,0,0,0,0,1,4,1,1
"11811",2378,1,3,71.5166119155766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306.499765352471,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,25000.5,0,1,2,0,0,0,0,1,1,1,2
"11812",2378,2,3,71.5166119155766,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,71.5166119155766,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,25000.5,0,1,2,0,0,0,0,1,1,1,2
"11813",2378,3,3,469.966306873789,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,469.966306873789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,25000.5,0,1,2,0,0,0,0,1,1,1,2
"11814",2378,4,3,306.499765352471,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,25000.5,0,1,2,0,0,0,0,1,1,1,2
"11815",2378,5,3,153.249882676235,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,469.966306873789,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,25000.5,0,1,2,0,0,0,0,1,1,1,2
"11821",2380,1,2,153.249882676235,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,71.5166119155766,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,2,1,2,0,0,0,0,1,2,1,2
"11822",2380,2,3,122.599906140988,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,469.966306873789,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,2,1,2,0,0,0,0,1,2,1,2
"11823",2380,3,1,122.599906140988,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,122.599906140988,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,2,1,2,0,0,0,0,1,2,1,2
"11824",2380,4,3,306.499765352471,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,153.249882676235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,2,1,2,0,0,0,0,1,2,1,2
"11825",2380,5,1,71.5166119155766,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,122.599906140988,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,2,1,2,0,0,0,0,1,2,1,2
"11841",2384,1,2,122.599906140988,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,122.599906140988,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,2,2,2,0,0,0,0,1,1,3,2
"11842",2384,2,2,71.5166119155766,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,122.599906140988,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,2,2,2,0,0,0,0,1,1,3,2
"11843",2384,3,1,122.599906140988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,469.966306873789,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,2,2,2,0,0,0,0,1,1,3,2
"11844",2384,4,2,469.966306873789,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,71.5166119155766,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,2,2,2,0,0,0,0,1,1,3,2
"11845",2384,5,1,306.499765352471,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,306.499765352471,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,2,2,2,0,0,0,0,1,1,3,2
"11851",2386,1,1,153.249882676235,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,469.966306873789,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,25000.5,2,2,1,0,0,0,0,1,1,4,2
"11852",2386,2,3,306.499765352471,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,153.249882676235,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,25000.5,2,2,1,0,0,0,0,1,1,4,2
"11853",2386,3,3,122.599906140988,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,71.5166119155766,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,25000.5,2,2,1,0,0,0,0,1,1,4,2
"11854",2386,4,3,153.249882676235,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,469.966306873789,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,25000.5,2,2,1,0,0,0,0,1,1,4,2
"11855",2386,5,3,122.599906140988,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,122.599906140988,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,25000.5,2,2,1,0,0,0,0,1,1,4,2
"11876",2392,1,3,469.966306873789,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,71.5166119155766,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,4,2,1,0,0,0,0,1,3,1,2
"11877",2392,2,3,71.5166119155766,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,71.5166119155766,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,4,2,1,0,0,0,0,1,3,1,2
"11878",2392,3,3,122.599906140988,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,122.599906140988,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,4,2,1,0,0,0,0,1,3,1,2
"11879",2392,4,3,469.966306873789,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,153.249882676235,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,4,2,1,0,0,0,0,1,3,1,2
"11880",2392,5,3,71.5166119155766,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,306.499765352471,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40000.5,4,2,1,0,0,0,0,1,3,1,2
"11881",2393,1,1,153.249882676235,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,469.966306873789,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,85000.5,3,0,1,0,0,0,0,1,2,1,2
"11882",2393,2,2,306.499765352471,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,153.249882676235,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,85000.5,3,0,1,0,0,0,0,1,2,1,2
"11883",2393,3,3,122.599906140988,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,71.5166119155766,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,85000.5,3,0,1,0,0,0,0,1,2,1,2
"11884",2393,4,1,153.249882676235,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,469.966306873789,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,85000.5,3,0,1,0,0,0,0,1,2,1,2
"11885",2393,5,3,122.599906140988,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,122.599906140988,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,85000.5,3,0,1,0,0,0,0,1,2,1,2
"11886",2394,1,2,306.499765352471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,306.499765352471,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,125000.5,4,0,2,0,0,0,0,1,2,1,1
"11887",2394,2,2,71.5166119155766,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,153.249882676235,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,125000.5,4,0,2,0,0,0,0,1,2,1,1
"11888",2394,3,3,469.966306873789,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,153.249882676235,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,125000.5,4,0,2,0,0,0,0,1,2,1,1
"11889",2394,4,3,153.249882676235,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,306.499765352471,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,125000.5,4,0,2,0,0,0,0,1,2,1,1
"11890",2394,5,3,71.5166119155766,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,306.499765352471,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,125000.5,4,0,2,0,0,0,0,1,2,1,1
"11911",2399,1,1,153.249882676235,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,71.5166119155766,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16250.5,4,0,1,1,0,0,0,0,1,1,1
"11912",2399,2,1,122.599906140988,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,469.966306873789,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16250.5,4,0,1,1,0,0,0,0,1,1,1
"11913",2399,3,2,122.599906140988,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,122.599906140988,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16250.5,4,0,1,1,0,0,0,0,1,1,1
"11914",2399,4,3,306.499765352471,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,153.249882676235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16250.5,4,0,1,1,0,0,0,0,1,1,1
