line,invasive1,cost1,y1,spec101,spec251,prot251,prot501,invasive2,cost2,y2,spec102,spec252,prot252,prot502,invasive3,cost3,y3,spec103,spec253,prot253,prot503,respid,male,agegr,q1,q2,q3,q4,q4_other,q5_1,q5_2,q5_3,q6,q7,q9_1,q9_2,q9_3,q9_4,q9_5,q9_6,q9_7,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,block,choice1,choice2,choice3,choice4,choice5,choice6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q23_1,q23_2,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25_1,q25_2,q28,angling,scuba,q31,q32,q33,q34,earner,q36_1,q36_2,q36_3,edu,job,age,country,dist_db,dist_coast,dist_nsea,dist2_db,dist2_coast,dist2_nsea,inttime,resumed,income,lnincome,hhsize,children,child,firstcard,job1,job2,job3,job4,job5,job6,job7,job8,certainty1,certainty2,certainty3,certainty4,certainty5,certainty6,certainty,status,secfish,secrenew,secoil,secmarine,marinesector,coast1m,coast2m,coast4m,coast6m,coast10m,coast25m,coast50m,tottime,lntottime,tottimek,tottimek2,incomek,id,set
2489,1,0,0,0,0,0,0,0,30,1,1,0,1,0,1,40,0,1,0,0,1,1372,0,2,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,2,3,0,0,0,NA,3,1,0,0,1,0,0,1,1,3,3,3,3,2,2,1,2,4,3,2,2,4,5,5,5,5,5,4,2,4,4,5,5,4,4,5,0,0,0,0,4,5,2,1,0,2,0,4,1,27,1,320.082397460938,42.6182022094727,81.7553024291992,334.329986572266,26.1329193115234,96.2349853515625,27.02,1,1500,7.3132205,2,0,0,4,1,0,0,0,0,0,0,0,5,4,4,4,4,5,26,0,0,0,0,0,0,0,0,0,0,0,1,1,1621.2001,7.3909221,1.6212001,2.6282897,1.5,415,5
2490,1,0,0,0,0,0,0,0,5,1,0,1,1,0,0,40,0,0,1,0,1,1372,0,2,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,2,3,0,0,0,NA,3,1,0,0,1,0,0,1,1,3,3,3,3,2,2,1,2,4,3,2,2,4,5,5,5,5,5,4,2,4,4,5,5,4,4,5,0,0,0,0,4,5,2,1,0,2,0,4,1,27,1,320.082397460938,42.6182022094727,81.7553024291992,334.329986572266,26.1329193115234,96.2349853515625,27.02,1,1500,7.3132205,2,0,0,4,1,0,0,0,0,0,0,0,5,4,4,4,4,5,26,0,0,0,0,0,0,0,0,0,0,0,1,1,1621.2001,7.3909221,1.6212001,2.6282897,1.5,415,6
2491,1,0,1,0,0,0,0,0,5,0,1,0,0,0,0,60,0,0,1,0,0,1373,1,3,0,1,6,NA,NA,4,4,4,0,0,3,0,1,2,0,0,0,0,NA,3,0,0,0,1,0,0,1,2,1,3,3,3,3,1,2,3,2,4,1,3,5,3,3,5,2,2,1,1,1,5,5,3,3,1,5,0,0,0,1,2,4,1,0,2,2,0,4,5,37,1,495.562103271484,33.3871383666992,110.625144958496,498.321838378906,30.1004066467285,110.728691101074,4868.3799,2,500,6.2146082,4,2,1,3,0,0,0,0,1,0,0,0,4,4,4,3,4,5,24,0,0,0,0,0,0,0,0,0,0,0,1,1,292102.78,12.584861,292.10278,85324.039,.5,416,1
2492,1,0,0,0,0,0,0,1,20,0,0,0,0,1,1,5,1,0,0,1,0,1373,1,3,0,1,6,NA,NA,4,4,4,0,0,3,0,1,2,0,0,0,0,NA,3,0,0,0,1,0,0,1,2,1,3,3,3,3,1,2,3,2,4,1,3,5,3,3,5,2,2,1,1,1,5,5,3,3,1,5,0,0,0,1,2,4,1,0,2,2,0,4,5,37,1,495.562103271484,33.3871383666992,110.625144958496,498.321838378906,30.1004066467285,110.728691101074,4868.3799,2,500,6.2146082,4,2,1,3,0,0,0,0,1,0,0,0,4,4,4,3,4,5,24,0,0,0,0,0,0,0,0,0,0,0,1,1,292102.78,12.584861,292.10278,85324.039,.5,416,2
2493,1,0,0,0,0,0,0,1,40,0,1,0,1,0,0,20,1,1,0,0,1,1373,1,3,0,1,6,NA,NA,4,4,4,0,0,3,0,1,2,0,0,0,0,NA,3,0,0,0,1,0,0,1,2,1,3,3,3,3,1,2,3,2,4,1,3,5,3,3,5,2,2,1,1,1,5,5,3,3,1,5,0,0,0,1,2,4,1,0,2,2,0,4,5,37,1,495.562103271484,33.3871383666992,110.625144958496,498.321838378906,30.1004066467285,110.728691101074,4868.3799,2,500,6.2146082,4,2,1,3,0,0,0,0,1,0,0,0,4,4,4,3,4,5,24,0,0,0,0,0,0,0,0,0,0,0,1,1,292102.78,12.584861,292.10278,85324.039,.5,416,3
2494,1,0,0,0,0,0,0,0,20,0,0,1,0,1,0,5,1,1,0,0,0,1373,1,3,0,1,6,NA,NA,4,4,4,0,0,3,0,1,2,0,0,0,0,NA,3,0,0,0,1,0,0,1,2,1,3,3,3,3,1,2,3,2,4,1,3,5,3,3,5,2,2,1,1,1,5,5,3,3,1,5,0,0,0,1,2,4,1,0,2,2,0,4,5,37,1,495.562103271484,33.3871383666992,110.625144958496,498.321838378906,30.1004066467285,110.728691101074,4868.3799,2,500,6.2146082,4,2,1,3,0,0,0,0,1,0,0,0,4,4,4,3,4,5,24,0,0,0,0,0,0,0,0,0,0,0,1,1,292102.78,12.584861,292.10278,85324.039,.5,416,4
2495,1,0,0,0,0,0,0,0,10,0,0,1,1,0,1,20,1,0,0,1,0,1373,1,3,0,1,6,NA,NA,4,4,4,0,0,3,0,1,2,0,0,0,0,NA,3,0,0,0,1,0,0,1,2,1,3,3,3,3,1,2,3,2,4,1,3,5,3,3,5,2,2,1,1,1,5,5,3,3,1,5,0,0,0,1,2,4,1,0,2,2,0,4,5,37,1,495.562103271484,33.3871383666992,110.625144958496,498.321838378906,30.1004066467285,110.728691101074,4868.3799,2,500,6.2146082,4,2,1,3,0,0,0,0,1,0,0,0,4,4,4,3,4,5,24,0,0,0,0,0,0,0,0,0,0,0,1,1,292102.78,12.584861,292.10278,85324.039,.5,416,5
2496,1,0,1,0,0,0,0,1,60,0,1,0,0,1,0,60,0,0,1,0,0,1373,1,3,0,1,6,NA,NA,4,4,4,0,0,3,0,1,2,0,0,0,0,NA,3,0,0,0,1,0,0,1,2,1,3,3,3,3,1,2,3,2,4,1,3,5,3,3,5,2,2,1,1,1,5,5,3,3,1,5,0,0,0,1,2,4,1,0,2,2,0,4,5,37,1,495.562103271484,33.3871383666992,110.625144958496,498.321838378906,30.1004066467285,110.728691101074,4868.3799,2,500,6.2146082,4,2,1,3,0,0,0,0,1,0,0,0,4,4,4,3,4,5,24,0,0,0,0,0,0,0,0,0,0,0,1,1,292102.78,12.584861,292.10278,85324.039,.5,416,6
2497,1,0,0,0,0,0,0,1,40,0,1,0,0,1,1,10,1,1,0,1,0,1375,0,6,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,1,0,0,0,1,1,3,0,0,1,1,0,1,1,1,3,3,3,2,2,3,2,2,2,2,1,1,5,2,5,2,4,7,5,2,4,4,4,5,5,5,3,1,0,0,3,2,1,2,0,0,1,1,5,8,69,1,237.781173706055,15.1338262557983,15.1338262557983,242.573104858398,19.8915367126465,19.8915367126465,24.35,1,1500,7.3132205,2,0,0,1,0,0,0,0,0,0,0,1,1,5,1,4,4,5,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1461,7.2868762,1.461,2.134521,1.5,417,1
2498,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,30,1,0,0,1,0,1375,0,6,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,1,0,0,0,1,1,3,0,0,1,1,0,1,1,1,3,3,3,2,2,3,2,2,2,2,1,1,5,2,5,2,4,7,5,2,4,4,4,5,5,5,3,1,0,0,3,2,1,2,0,0,1,1,5,8,69,1,237.781173706055,15.1338262557983,15.1338262557983,242.573104858398,19.8915367126465,19.8915367126465,24.35,1,1500,7.3132205,2,0,0,1,0,0,0,0,0,0,0,1,1,5,1,4,4,5,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1461,7.2868762,1.461,2.134521,1.5,417,2
2499,1,0,0,0,0,0,0,1,60,0,0,1,0,0,1,5,1,1,0,1,0,1375,0,6,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,1,0,0,0,1,1,3,0,0,1,1,0,1,1,1,3,3,3,2,2,3,2,2,2,2,1,1,5,2,5,2,4,7,5,2,4,4,4,5,5,5,3,1,0,0,3,2,1,2,0,0,1,1,5,8,69,1,237.781173706055,15.1338262557983,15.1338262557983,242.573104858398,19.8915367126465,19.8915367126465,24.35,1,1500,7.3132205,2,0,0,1,0,0,0,0,0,0,0,1,1,5,1,4,4,5,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1461,7.2868762,1.461,2.134521,1.5,417,3
2500,1,0,0,0,0,0,0,0,40,1,0,0,0,1,1,30,0,0,1,1,0,1375,0,6,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,1,0,0,0,1,1,3,0,0,1,1,0,1,1,1,3,3,3,2,2,3,2,2,2,2,1,1,5,2,5,2,4,7,5,2,4,4,4,5,5,5,3,1,0,0,3,2,1,2,0,0,1,1,5,8,69,1,237.781173706055,15.1338262557983,15.1338262557983,242.573104858398,19.8915367126465,19.8915367126465,24.35,1,1500,7.3132205,2,0,0,1,0,0,0,0,0,0,0,1,1,5,1,4,4,5,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1461,7.2868762,1.461,2.134521,1.5,417,4
2501,1,0,0,0,0,0,0,0,30,1,1,0,1,0,1,40,0,1,0,0,1,1375,0,6,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,1,0,0,0,1,1,3,0,0,1,1,0,1,1,1,3,3,3,2,2,3,2,2,2,2,1,1,5,2,5,2,4,7,5,2,4,4,4,5,5,5,3,1,0,0,3,2,1,2,0,0,1,1,5,8,69,1,237.781173706055,15.1338262557983,15.1338262557983,242.573104858398,19.8915367126465,19.8915367126465,24.35,1,1500,7.3132205,2,0,0,1,0,0,0,0,0,0,0,1,1,5,1,4,4,5,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1461,7.2868762,1.461,2.134521,1.5,417,5
2502,1,0,0,0,0,0,0,0,5,0,0,1,1,0,0,40,1,0,1,0,1,1375,0,6,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,1,0,0,0,1,1,3,0,0,1,1,0,1,1,1,3,3,3,2,2,3,2,2,2,2,1,1,5,2,5,2,4,7,5,2,4,4,4,5,5,5,3,1,0,0,3,2,1,2,0,0,1,1,5,8,69,1,237.781173706055,15.1338262557983,15.1338262557983,242.573104858398,19.8915367126465,19.8915367126465,24.35,1,1500,7.3132205,2,0,0,1,0,0,0,0,0,0,0,1,1,5,1,4,4,5,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1461,7.2868762,1.461,2.134521,1.5,417,6
2503,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,60,0,0,1,0,0,1376,0,3,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,3,0,1,0,NA,3,0,0,0,3,1,0,3,2,2,3,3,3,2,3,2,4,3,3,3,4,4,4,3,4,4,4,4,2,2,3,3,4,3,3,3,1,1,0,2,4,4,2,0,1,2,0,4,1,40,1,492.033050537109,0.525885939598083,73.9734191894531,488.373779296875,1.99803817272186,68.8588714599609,20.370001,1,1500,7.3132205,3,1,1,6,1,0,0,0,0,0,0,0,3,3,4,4,4,3,21,0,0,0,0,0,0,0,1,1,1,1,1,1,1222.2001,7.108408,1.2222,1.493773,1.5,418,1
2504,1,0,0,0,0,0,0,1,20,0,0,0,0,1,1,5,1,0,0,1,0,1376,0,3,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,3,0,1,0,NA,3,0,0,0,3,1,0,3,2,2,3,3,3,2,3,2,4,3,3,3,4,4,4,3,4,4,4,4,2,2,3,3,4,3,3,3,1,1,0,2,4,4,2,0,1,2,0,4,1,40,1,492.033050537109,0.525885939598083,73.9734191894531,488.373779296875,1.99803817272186,68.8588714599609,20.370001,1,1500,7.3132205,3,1,1,6,1,0,0,0,0,0,0,0,3,3,4,4,4,3,21,0,0,0,0,0,0,0,1,1,1,1,1,1,1222.2001,7.108408,1.2222,1.493773,1.5,418,2
2505,1,0,0,0,0,0,0,1,40,0,1,0,1,0,0,20,1,1,0,0,1,1376,0,3,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,3,0,1,0,NA,3,0,0,0,3,1,0,3,2,2,3,3,3,2,3,2,4,3,3,3,4,4,4,3,4,4,4,4,2,2,3,3,4,3,3,3,1,1,0,2,4,4,2,0,1,2,0,4,1,40,1,492.033050537109,0.525885939598083,73.9734191894531,488.373779296875,1.99803817272186,68.8588714599609,20.370001,1,1500,7.3132205,3,1,1,6,1,0,0,0,0,0,0,0,3,3,4,4,4,3,21,0,0,0,0,0,0,0,1,1,1,1,1,1,1222.2001,7.108408,1.2222,1.493773,1.5,418,3
2506,1,0,0,0,0,0,0,0,20,0,0,1,0,1,0,5,1,1,0,0,0,1376,0,3,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,3,0,1,0,NA,3,0,0,0,3,1,0,3,2,2,3,3,3,2,3,2,4,3,3,3,4,4,4,3,4,4,4,4,2,2,3,3,4,3,3,3,1,1,0,2,4,4,2,0,1,2,0,4,1,40,1,492.033050537109,0.525885939598083,73.9734191894531,488.373779296875,1.99803817272186,68.8588714599609,20.370001,1,1500,7.3132205,3,1,1,6,1,0,0,0,0,0,0,0,3,3,4,4,4,3,21,0,0,0,0,0,0,0,1,1,1,1,1,1,1222.2001,7.108408,1.2222,1.493773,1.5,418,4
2507,1,0,0,0,0,0,0,0,10,1,0,1,1,0,1,20,0,0,0,1,0,1376,0,3,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,3,0,1,0,NA,3,0,0,0,3,1,0,3,2,2,3,3,3,2,3,2,4,3,3,3,4,4,4,3,4,4,4,4,2,2,3,3,4,3,3,3,1,1,0,2,4,4,2,0,1,2,0,4,1,40,1,492.033050537109,0.525885939598083,73.9734191894531,488.373779296875,1.99803817272186,68.8588714599609,20.370001,1,1500,7.3132205,3,1,1,6,1,0,0,0,0,0,0,0,3,3,4,4,4,3,21,0,0,0,0,0,0,0,1,1,1,1,1,1,1222.2001,7.108408,1.2222,1.493773,1.5,418,5
2508,1,0,0,0,0,0,0,1,60,0,1,0,0,1,0,60,1,0,1,0,0,1376,0,3,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,3,0,1,0,NA,3,0,0,0,3,1,0,3,2,2,3,3,3,2,3,2,4,3,3,3,4,4,4,3,4,4,4,4,2,2,3,3,4,3,3,3,1,1,0,2,4,4,2,0,1,2,0,4,1,40,1,492.033050537109,0.525885939598083,73.9734191894531,488.373779296875,1.99803817272186,68.8588714599609,20.370001,1,1500,7.3132205,3,1,1,6,1,0,0,0,0,0,0,0,3,3,4,4,4,3,21,0,0,0,0,0,0,0,1,1,1,1,1,1,1222.2001,7.108408,1.2222,1.493773,1.5,418,6
2509,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,60,0,0,1,0,0,1377,0,5,0,1,5,2,NA,2,3,2,1,1,1,0,0,2,0,0,3,0,NA,3,1,0,0,1,1,1,1,2,2,2,3,2,2,2,2,3,4,3,2,4,4,2,4,4,5,3,3,2,4,4,4,4,4,3,3,0,1,0,3,2,4,2,0,0,2,0,4,1,56,3,384.403656005859,2.27393436431885,147.902481079102,374.021545410156,1.17854106426239,137.569869995117,15,1,1500,7.3132205,2,0,0,5,1,0,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,1,1,1,1,1,1,1,900,6.8023949,.89999998,.80999994,1.5,419,1
2510,1,0,0,0,0,0,0,1,20,1,0,0,0,1,1,5,0,0,0,1,0,1377,0,5,0,1,5,2,NA,2,3,2,1,1,1,0,0,2,0,0,3,0,NA,3,1,0,0,1,1,1,1,2,2,2,3,2,2,2,2,3,4,3,2,4,4,2,4,4,5,3,3,2,4,4,4,4,4,3,3,0,1,0,3,2,4,2,0,0,2,0,4,1,56,3,384.403656005859,2.27393436431885,147.902481079102,374.021545410156,1.17854106426239,137.569869995117,15,1,1500,7.3132205,2,0,0,5,1,0,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,1,1,1,1,1,1,1,900,6.8023949,.89999998,.80999994,1.5,419,2
2511,1,0,0,0,0,0,0,1,40,0,1,0,1,0,0,20,1,1,0,0,1,1377,0,5,0,1,5,2,NA,2,3,2,1,1,1,0,0,2,0,0,3,0,NA,3,1,0,0,1,1,1,1,2,2,2,3,2,2,2,2,3,4,3,2,4,4,2,4,4,5,3,3,2,4,4,4,4,4,3,3,0,1,0,3,2,4,2,0,0,2,0,4,1,56,3,384.403656005859,2.27393436431885,147.902481079102,374.021545410156,1.17854106426239,137.569869995117,15,1,1500,7.3132205,2,0,0,5,1,0,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,1,1,1,1,1,1,1,900,6.8023949,.89999998,.80999994,1.5,419,3
2512,1,0,0,0,0,0,0,0,20,1,0,1,0,1,0,5,0,1,0,0,0,1377,0,5,0,1,5,2,NA,2,3,2,1,1,1,0,0,2,0,0,3,0,NA,3,1,0,0,1,1,1,1,2,2,2,3,2,2,2,2,3,4,3,2,4,4,2,4,4,5,3,3,2,4,4,4,4,4,3,3,0,1,0,3,2,4,2,0,0,2,0,4,1,56,3,384.403656005859,2.27393436431885,147.902481079102,374.021545410156,1.17854106426239,137.569869995117,15,1,1500,7.3132205,2,0,0,5,1,0,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,1,1,1,1,1,1,1,900,6.8023949,.89999998,.80999994,1.5,419,4
2513,1,0,0,0,0,0,0,0,10,1,0,1,1,0,1,20,0,0,0,1,0,1377,0,5,0,1,5,2,NA,2,3,2,1,1,1,0,0,2,0,0,3,0,NA,3,1,0,0,1,1,1,1,2,2,2,3,2,2,2,2,3,4,3,2,4,4,2,4,4,5,3,3,2,4,4,4,4,4,3,3,0,1,0,3,2,4,2,0,0,2,0,4,1,56,3,384.403656005859,2.27393436431885,147.902481079102,374.021545410156,1.17854106426239,137.569869995117,15,1,1500,7.3132205,2,0,0,5,1,0,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,1,1,1,1,1,1,1,900,6.8023949,.89999998,.80999994,1.5,419,5
2514,1,0,0,0,0,0,0,1,60,1,1,0,0,1,0,60,0,0,1,0,0,1377,0,5,0,1,5,2,NA,2,3,2,1,1,1,0,0,2,0,0,3,0,NA,3,1,0,0,1,1,1,1,2,2,2,3,2,2,2,2,3,4,3,2,4,4,2,4,4,5,3,3,2,4,4,4,4,4,3,3,0,1,0,3,2,4,2,0,0,2,0,4,1,56,3,384.403656005859,2.27393436431885,147.902481079102,374.021545410156,1.17854106426239,137.569869995117,15,1,1500,7.3132205,2,0,0,5,1,0,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,1,1,1,1,1,1,1,900,6.8023949,.89999998,.80999994,1.5,419,6
2515,1,0,1,0,0,0,0,0,5,0,1,0,0,0,0,60,0,0,1,0,0,1378,0,5,0,1,6,NA,NA,4,4,4,1,0,0,0,0,0,1,3,2,1,1,3,0,0,0,1,0,1,1,2,1,2,2,2,3,1,1,4,4,4,2,4,4,4,5,4,4,7,3,2,4,5,5,5,5,3,1,0,0,0,4,3,8,1,0,0,2,0,4,2,61,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,22.08,1,500,6.2146082,2,0,0,4,0,1,0,0,0,0,0,0,3,4,4,3,4,1,19,0,0,0,0,0,0,0,0,1,1,1,1,1,1324.8,7.1890168,1.3248,1.7550951,.5,420,1
2516,1,0,0,0,0,0,0,1,20,1,0,0,0,1,1,5,0,0,0,1,0,1378,0,5,0,1,6,NA,NA,4,4,4,1,0,0,0,0,0,1,3,2,1,1,3,0,0,0,1,0,1,1,2,1,2,2,2,3,1,1,4,4,4,2,4,4,4,5,4,4,7,3,2,4,5,5,5,5,3,1,0,0,0,4,3,8,1,0,0,2,0,4,2,61,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,22.08,1,500,6.2146082,2,0,0,4,0,1,0,0,0,0,0,0,3,4,4,3,4,1,19,0,0,0,0,0,0,0,0,1,1,1,1,1,1324.8,7.1890168,1.3248,1.7550951,.5,420,2
2517,1,0,0,0,0,0,0,1,40,1,1,0,1,0,0,20,0,1,0,0,1,1378,0,5,0,1,6,NA,NA,4,4,4,1,0,0,0,0,0,1,3,2,1,1,3,0,0,0,1,0,1,1,2,1,2,2,2,3,1,1,4,4,4,2,4,4,4,5,4,4,7,3,2,4,5,5,5,5,3,1,0,0,0,4,3,8,1,0,0,2,0,4,2,61,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,22.08,1,500,6.2146082,2,0,0,4,0,1,0,0,0,0,0,0,3,4,4,3,4,1,19,0,0,0,0,0,0,0,0,1,1,1,1,1,1324.8,7.1890168,1.3248,1.7550951,.5,420,3
2518,1,0,0,0,0,0,0,0,20,1,0,1,0,1,0,5,0,1,0,0,0,1378,0,5,0,1,6,NA,NA,4,4,4,1,0,0,0,0,0,1,3,2,1,1,3,0,0,0,1,0,1,1,2,1,2,2,2,3,1,1,4,4,4,2,4,4,4,5,4,4,7,3,2,4,5,5,5,5,3,1,0,0,0,4,3,8,1,0,0,2,0,4,2,61,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,22.08,1,500,6.2146082,2,0,0,4,0,1,0,0,0,0,0,0,3,4,4,3,4,1,19,0,0,0,0,0,0,0,0,1,1,1,1,1,1324.8,7.1890168,1.3248,1.7550951,.5,420,4
2519,1,0,0,0,0,0,0,0,10,0,0,1,1,0,1,20,1,0,0,1,0,1378,0,5,0,1,6,NA,NA,4,4,4,1,0,0,0,0,0,1,3,2,1,1,3,0,0,0,1,0,1,1,2,1,2,2,2,3,1,1,4,4,4,2,4,4,4,5,4,4,7,3,2,4,5,5,5,5,3,1,0,0,0,4,3,8,1,0,0,2,0,4,2,61,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,22.08,1,500,6.2146082,2,0,0,4,0,1,0,0,0,0,0,0,3,4,4,3,4,1,19,0,0,0,0,0,0,0,0,1,1,1,1,1,1324.8,7.1890168,1.3248,1.7550951,.5,420,5
2520,1,0,1,0,0,0,0,1,60,0,1,0,0,1,0,60,0,0,1,0,0,1378,0,5,0,1,6,NA,NA,4,4,4,1,0,0,0,0,0,1,3,2,1,1,3,0,0,0,1,0,1,1,2,1,2,2,2,3,1,1,4,4,4,2,4,4,4,5,4,4,7,3,2,4,5,5,5,5,3,1,0,0,0,4,3,8,1,0,0,2,0,4,2,61,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,22.08,1,500,6.2146082,2,0,0,4,0,1,0,0,0,0,0,0,3,4,4,3,4,1,19,0,0,0,0,0,0,0,0,1,1,1,1,1,1324.8,7.1890168,1.3248,1.7550951,.5,420,6
2521,1,0,1,0,0,0,0,0,5,0,1,0,0,0,0,60,0,0,1,0,0,1380,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,2,0,0,3,1,1,2,0,1,1,3,0,0,NA,2,1,1,2,1,2,2,3,3,4,5,4,4,4,3,4,4,6,3,3,4,4,3,3,3,3,3,3,1,0,0,3,2,3,6,0,2,2,0,5,1,23,1,288.285034179688,52.002082824707,52.002082824707,285.976715087891,47.8417739868164,47.8417739868164,9.9799995,1,8000,8.9871969,4,2,1,2,1,0,0,0,0,0,0,0,2,2,2,3,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,1,598.79999,6.3949275,.5988,.35856146,8,421,1
2522,1,0,1,0,0,0,0,1,20,0,0,0,0,1,1,5,0,0,0,1,0,1380,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,2,0,0,3,1,1,2,0,1,1,3,0,0,NA,2,1,1,2,1,2,2,3,3,4,5,4,4,4,3,4,4,6,3,3,4,4,3,3,3,3,3,3,1,0,0,3,2,3,6,0,2,2,0,5,1,23,1,288.285034179688,52.002082824707,52.002082824707,285.976715087891,47.8417739868164,47.8417739868164,9.9799995,1,8000,8.9871969,4,2,1,2,1,0,0,0,0,0,0,0,2,2,2,3,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,1,598.79999,6.3949275,.5988,.35856146,8,421,2
2523,1,0,0,0,0,0,0,1,40,1,1,0,1,0,0,20,0,1,0,0,1,1380,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,2,0,0,3,1,1,2,0,1,1,3,0,0,NA,2,1,1,2,1,2,2,3,3,4,5,4,4,4,3,4,4,6,3,3,4,4,3,3,3,3,3,3,1,0,0,3,2,3,6,0,2,2,0,5,1,23,1,288.285034179688,52.002082824707,52.002082824707,285.976715087891,47.8417739868164,47.8417739868164,9.9799995,1,8000,8.9871969,4,2,1,2,1,0,0,0,0,0,0,0,2,2,2,3,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,1,598.79999,6.3949275,.5988,.35856146,8,421,3
2524,1,0,1,0,0,0,0,0,20,0,0,1,0,1,0,5,0,1,0,0,0,1380,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,2,0,0,3,1,1,2,0,1,1,3,0,0,NA,2,1,1,2,1,2,2,3,3,4,5,4,4,4,3,4,4,6,3,3,4,4,3,3,3,3,3,3,1,0,0,3,2,3,6,0,2,2,0,5,1,23,1,288.285034179688,52.002082824707,52.002082824707,285.976715087891,47.8417739868164,47.8417739868164,9.9799995,1,8000,8.9871969,4,2,1,2,1,0,0,0,0,0,0,0,2,2,2,3,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,1,598.79999,6.3949275,.5988,.35856146,8,421,4
2525,1,0,0,0,0,0,0,0,10,1,0,1,1,0,1,20,0,0,0,1,0,1380,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,2,0,0,3,1,1,2,0,1,1,3,0,0,NA,2,1,1,2,1,2,2,3,3,4,5,4,4,4,3,4,4,6,3,3,4,4,3,3,3,3,3,3,1,0,0,3,2,3,6,0,2,2,0,5,1,23,1,288.285034179688,52.002082824707,52.002082824707,285.976715087891,47.8417739868164,47.8417739868164,9.9799995,1,8000,8.9871969,4,2,1,2,1,0,0,0,0,0,0,0,2,2,2,3,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,1,598.79999,6.3949275,.5988,.35856146,8,421,5
2526,1,0,0,0,0,0,0,1,60,1,1,0,0,1,0,60,0,0,1,0,0,1380,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,2,0,0,3,1,1,2,0,1,1,3,0,0,NA,2,1,1,2,1,2,2,3,3,4,5,4,4,4,3,4,4,6,3,3,4,4,3,3,3,3,3,3,1,0,0,3,2,3,6,0,2,2,0,5,1,23,1,288.285034179688,52.002082824707,52.002082824707,285.976715087891,47.8417739868164,47.8417739868164,9.9799995,1,8000,8.9871969,4,2,1,2,1,0,0,0,0,0,0,0,2,2,2,3,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,1,598.79999,6.3949275,.5988,.35856146,8,421,6
